03-11-20,15:25:08,Torre Lamberti,41,0403A6F2185081,03-11-20,in,1,vrcard-24-2019
03-11-20,15:11:50,Casa Giulietta,28,0403A6F2185081,03-11-20,in,1,vrcard-24-2019
02-11-20,11:50:37,San Zeno,26,04EBA64A216280,01-11-20,in,1,vrcard-48-2019
01-11-20,17:19:51,Duomo,23,04EBA64A216280,01-11-20,in,1,vrcard-48-2019
01-11-20,17:10:55,San Zeno,26,04E032F2185080,01-11-20,in,1,vrcard-24-2019
01-11-20,17:10:52,San Zeno,26,04CA32F2185084,01-11-20,in,1,vrcard-24-2019
01-11-20,17:07:50,Arena,25,04D2B44A216280,31-10-20,in,1,vrcard-48-2019
01-11-20,17:07:46,Arena,25,04D9B44A216280,31-10-20,in,1,vrcard-48-2019
01-11-20,16:54:31,Santa Anastasia,45,04EBA64A216280,01-11-20,in,1,vrcard-48-2019
01-11-20,16:45:45,Torre Lamberti,41,04F726F2185080,01-11-20,in,1,vrcard-24-2019
01-11-20,16:45:43,Torre Lamberti,41,04F728F2185084,01-11-20,in,1,vrcard-24-2019
01-11-20,16:28:08,San Fermo,30,040330F2185085,01-11-20,in,1,vrcard-24-2019
01-11-20,16:28:06,San Fermo,30,0403F5F2185081,01-11-20,in,1,vrcard-24-2019
01-11-20,16:16:10,San Fermo,30,04386EE2185081,31-10-20,in,1,vrcard-48-2019
01-11-20,16:16:07,San Fermo,30,043843E2185081,31-10-20,in,1,vrcard-48-2019
01-11-20,15:57:50,Museo Storia,37,04FF81F2185080,01-11-20,in,1,vrcard-24-2019
01-11-20,15:57:48,Museo Storia,37,04F72CF2185080,01-11-20,in,1,vrcard-24-2019
01-11-20,15:50:38,Casa Giulietta,28,04F728F2185084,01-11-20,in,1,vrcard-24-2019
01-11-20,15:50:35,Casa Giulietta,28,04F726F2185080,01-11-20,in,1,vrcard-24-2019
01-11-20,15:32:01,Santa Anastasia,45,043843E2185081,31-10-20,in,1,vrcard-48-2019
01-11-20,15:31:59,Santa Anastasia,45,04386EE2185081,31-10-20,in,1,vrcard-48-2019
01-11-20,15:25:29,Palazzo della Ragione,46,04EBA64A216280,01-11-20,in,1,vrcard-48-2019
01-11-20,14:47:05,Museo Storia,37,04D2B44A216280,31-10-20,in,1,vrcard-48-2019
01-11-20,14:47:03,Museo Storia,37,04D9B44A216280,31-10-20,in,1,vrcard-48-2019
01-11-20,14:39:18,Palazzo della Ragione,46,04F72CF2185080,01-11-20,in,1,vrcard-24-2019
01-11-20,14:39:16,Palazzo della Ragione,46,04FF81F2185080,01-11-20,in,1,vrcard-24-2019
01-11-20,14:35:27,Duomo,23,043843E2185081,31-10-20,in,1,vrcard-48-2019
01-11-20,14:35:26,Duomo,23,04386EE2185081,31-10-20,in,1,vrcard-48-2019
01-11-20,14:27:20,Duomo,23,04133BE2185085,31-10-20,in,1,vrcard-48-2019
01-11-20,14:27:18,Duomo,23,043390E2185081,31-10-20,in,1,vrcard-48-2019
01-11-20,14:22:03,Arena,25,04CA32F2185084,01-11-20,in,1,vrcard-24-2019
01-11-20,14:22:01,Arena,25,04E032F2185080,01-11-20,in,1,vrcard-24-2019
01-11-20,14:09:32,Torre Lamberti,41,04F72CF2185080,01-11-20,in,1,vrcard-24-2019
01-11-20,14:09:27,Torre Lamberti,41,04FF81F2185080,01-11-20,in,1,vrcard-24-2019
01-11-20,13:59:08,Casa Giulietta,28,04CA32F2185084,01-11-20,in,1,vrcard-24-2019
01-11-20,13:59:06,Casa Giulietta,28,04E032F2185080,01-11-20,in,1,vrcard-24-2019
01-11-20,13:51:34,Duomo,23,0403F5F2185081,01-11-20,in,1,vrcard-24-2019
01-11-20,13:51:32,Duomo,23,040330F2185085,01-11-20,in,1,vrcard-24-2019
01-11-20,13:36:05,Duomo,23,04FF81F2185080,01-11-20,in,1,vrcard-24-2019
01-11-20,13:36:03,Duomo,23,04F72CF2185080,01-11-20,in,1,vrcard-24-2019
01-11-20,13:30:24,Casa Giulietta,28,043390E2185081,31-10-20,in,1,vrcard-48-2019
01-11-20,13:30:22,Casa Giulietta,28,04133BE2185085,31-10-20,in,1,vrcard-48-2019
01-11-20,13:22:56,Tomba Giulietta,40,0405DEF2185081,31-10-20,in,1,vrcard-24-2019
01-11-20,13:22:50,Tomba Giulietta,40,048697F2185080,31-10-20,in,1,vrcard-24-2019
01-11-20,13:11:01,Santa Anastasia,45,040330F2185085,01-11-20,in,1,vrcard-24-2019
01-11-20,13:10:59,Santa Anastasia,45,0403F5F2185081,01-11-20,in,1,vrcard-24-2019
01-11-20,13:03:51,Museo Storia,37,049E2A121B6784,31-10-20,in,1,vrcard-48-2019
01-11-20,13:03:49,Museo Storia,37,047D2A121B6784,31-10-20,in,1,vrcard-48-2019
01-11-20,12:58:43,San Fermo,30,049E2A121B6784,31-10-20,in,1,vrcard-48-2019
01-11-20,12:58:40,San Fermo,30,047D2A121B6784,31-10-20,in,1,vrcard-48-2019
01-11-20,12:33:48,San Fermo,30,048697F2185080,31-10-20,in,1,vrcard-24-2019
01-11-20,12:33:45,San Fermo,30,0405DEF2185081,31-10-20,in,1,vrcard-24-2019
01-11-20,12:12:06,Arena,25,04F726F2185080,01-11-20,in,1,vrcard-24-2019
01-11-20,12:12:04,Arena,25,04F728F2185084,01-11-20,in,1,vrcard-24-2019
01-11-20,12:01:42,Casa Giulietta,28,04EBA64A216280,01-11-20,in,1,vrcard-48-2019
01-11-20,11:27:03,Tomba Giulietta,40,04F730F2185084,31-10-20,in,1,vrcard-24-2019
01-11-20,11:22:52,Casa Giulietta,28,04FF81F2185080,01-11-20,in,1,vrcard-24-2019
01-11-20,11:22:51,Casa Giulietta,28,04F72CF2185080,01-11-20,in,1,vrcard-24-2019
01-11-20,11:22:09,Torre Lamberti,41,040330F2185085,01-11-20,in,1,vrcard-24-2019
01-11-20,11:22:05,Torre Lamberti,41,0403F5F2185081,01-11-20,in,1,vrcard-24-2019
01-11-20,11:20:33,Castelvecchio,35,04F3A64A216280,31-10-20,in,1,vrcard-48-2019
01-11-20,11:20:31,Castelvecchio,35,04ECA64A216280,31-10-20,in,1,vrcard-48-2019
01-11-20,11:15:48,Casa Giulietta,28,04F832F2185084,01-11-20,in,1,vrcard-24-2019
01-11-20,11:15:46,Casa Giulietta,28,04FC58F2185080,01-11-20,in,1,vrcard-24-2019
01-11-20,11:00:15,Museo Storia,37,04E543F2185080,31-10-20,in,1,vrcard-24-2019
01-11-20,11:00:12,Museo Storia,37,040BD9F2185081,31-10-20,in,1,vrcard-24-2019
01-11-20,10:52:29,Casa Giulietta,28,04F631F2185084,31-10-20,in,1,vrcard-24-2019
01-11-20,10:44:06,Casa Giulietta,28,040330F2185085,01-11-20,in,1,vrcard-24-2019
01-11-20,10:44:05,Casa Giulietta,28,0403F5F2185081,01-11-20,in,1,vrcard-24-2019
01-11-20,10:32:24,Arena,25,04F857F2185080,01-11-20,in,1,vrcard-24-2019
01-11-20,10:32:22,Arena,25,04F764F2185080,01-11-20,in,1,vrcard-24-2019
01-11-20,10:25:40,Casa Giulietta,28,04386EE2185081,31-10-20,in,1,vrcard-48-2019
01-11-20,10:25:39,Casa Giulietta,28,043843E2185081,31-10-20,in,1,vrcard-48-2019
01-11-20,10:17:08,Arena,25,040BD9F2185081,31-10-20,in,1,vrcard-24-2019
01-11-20,10:17:06,Arena,25,04E543F2185080,31-10-20,in,1,vrcard-24-2019
01-11-20,10:16:27,Arena,25,04F72CF2185080,01-11-20,in,1,vrcard-24-2019
01-11-20,10:16:25,Arena,25,04FF81F2185080,01-11-20,in,1,vrcard-24-2019
01-11-20,10:06:07,Arena,25,04EBA64A216280,01-11-20,in,1,vrcard-48-2019
01-11-20,09:57:07,Casa Giulietta,28,048697F2185080,31-10-20,in,1,vrcard-24-2019
01-11-20,09:57:06,Casa Giulietta,28,0405DEF2185081,31-10-20,in,1,vrcard-24-2019
01-11-20,09:52:44,Arena,25,04F832F2185084,01-11-20,in,1,vrcard-24-2019
01-11-20,09:52:42,Arena,25,04FC58F2185080,01-11-20,in,1,vrcard-24-2019
01-11-20,09:50:38,Casa Giulietta,28,04F78FF2185080,31-10-20,in,1,vrcard-24-2019
01-11-20,09:50:37,Casa Giulietta,28,04F794F2185080,31-10-20,in,1,vrcard-24-2019
31-10-20,17:53:11,Torre Lamberti,41,040138F2185085,31-10-20,in,1,vrcard-24-2019
31-10-20,17:15:29,Arena,25,04022CF2185085,31-10-20,in,1,vrcard-24-2019
31-10-20,17:14:25,Santa Anastasia,45,04FB9BF2185080,31-10-20,in,1,vrcard-24-2019
31-10-20,17:14:24,Santa Anastasia,45,04FBD6F2185080,31-10-20,in,1,vrcard-24-2019
31-10-20,17:12:46,Casa Giulietta,28,04E543F2185080,31-10-20,in,1,vrcard-24-2019
31-10-20,17:12:44,Casa Giulietta,28,040BD9F2185081,31-10-20,in,1,vrcard-24-2019
31-10-20,17:11:22,Casa Giulietta,28,040138F2185085,31-10-20,in,1,vrcard-24-2019
31-10-20,17:08:13,Casa Giulietta,28,04F87FF2185080,31-10-20,in,1,vrcard-24-2019
31-10-20,17:08:12,Casa Giulietta,28,04FDA5F2185080,31-10-20,in,1,vrcard-24-2019
31-10-20,16:51:56,Arena,25,04E62DF2185084,31-10-20,in,1,vrcard-24-2019
31-10-20,16:51:54,Arena,25,04EA2FF2185084,31-10-20,in,1,vrcard-24-2019
31-10-20,16:49:59,San Fermo,30,040F2AE2185085,31-10-20,in,1,vrcard-48-2019
31-10-20,16:49:57,San Fermo,30,0442C0E2185081,31-10-20,in,1,vrcard-48-2019
31-10-20,16:47:37,Santa Anastasia,45,04E543F2185080,31-10-20,in,1,vrcard-24-2019
31-10-20,16:47:34,Santa Anastasia,45,040BD9F2185081,31-10-20,in,1,vrcard-24-2019
31-10-20,16:40:49,Casa Giulietta,28,04F3A64A216280,31-10-20,in,1,vrcard-48-2019
31-10-20,16:37:26,Torre Lamberti,41,04D9B44A216280,31-10-20,in,1,vrcard-48-2019
31-10-20,16:37:22,Torre Lamberti,41,04D2B44A216280,31-10-20,in,1,vrcard-48-2019
31-10-20,16:36:53,Santa Anastasia,45,049E2A121B6784,31-10-20,in,1,vrcard-48-2019
31-10-20,16:36:50,Santa Anastasia,45,047D2A121B6784,31-10-20,in,1,vrcard-48-2019
31-10-20,16:36:28,Torre Lamberti,41,04FB9CF2185080,31-10-20,in,1,vrcard-24-2019
31-10-20,16:36:26,Torre Lamberti,41,04014DF2185081,31-10-20,in,1,vrcard-24-2019
31-10-20,16:36:23,Torre Lamberti,41,04046FF2185081,31-10-20,in,1,vrcard-24-2019
31-10-20,16:36:21,Torre Lamberti,41,04FB4BF2185080,31-10-20,in,1,vrcard-24-2019
31-10-20,16:30:45,Casa Giulietta,28,04E62DF2185084,31-10-20,in,1,vrcard-24-2019
31-10-20,16:30:43,Casa Giulietta,28,04EA2FF2185084,31-10-20,in,1,vrcard-24-2019
31-10-20,16:27:05,San Zeno,26,04F730F2185084,31-10-20,in,1,vrcard-24-2019
31-10-20,16:27:02,San Zeno,26,04F582F2185080,31-10-20,in,1,vrcard-24-2019
31-10-20,16:22:21,Museo Storia,37,04FD1EF2185084,31-10-20,in,1,vrcard-24-2019
31-10-20,16:22:19,Museo Storia,37,04FED2F2185080,31-10-20,in,1,vrcard-24-2019
31-10-20,16:20:14,Casa Giulietta,28,040F2AE2185085,31-10-20,in,1,vrcard-48-2019
31-10-20,16:20:13,Casa Giulietta,28,0442C0E2185081,31-10-20,in,1,vrcard-48-2019
31-10-20,16:15:31,Casa Giulietta,28,04C7AFF2185080,31-10-20,in,1,vrcard-24-2019
31-10-20,16:15:29,Casa Giulietta,28,04C7D1F2185080,31-10-20,in,1,vrcard-24-2019
31-10-20,16:09:05,Torre Lamberti,41,040BD9F2185081,31-10-20,in,1,vrcard-24-2019
31-10-20,16:09:02,Torre Lamberti,41,04E543F2185080,31-10-20,in,1,vrcard-24-2019
31-10-20,16:07:03,Tomba Giulietta,40,04F78FF2185080,31-10-20,in,1,vrcard-24-2019
31-10-20,16:07:01,Tomba Giulietta,40,04F794F2185080,31-10-20,in,1,vrcard-24-2019
31-10-20,16:05:59,Arena,25,043843E2185081,31-10-20,in,1,vrcard-48-2019
31-10-20,16:05:56,Arena,25,04386EE2185081,31-10-20,in,1,vrcard-48-2019
31-10-20,16:04:38,Castelvecchio,35,040138F2185085,31-10-20,in,1,vrcard-24-2019
31-10-20,16:02:54,Torre Lamberti,41,04EA2FF2185084,31-10-20,in,1,vrcard-24-2019
31-10-20,16:02:53,Torre Lamberti,41,04E62DF2185084,31-10-20,in,1,vrcard-24-2019
31-10-20,16:02:28,San Fermo,30,04FD1EF2185084,31-10-20,in,1,vrcard-24-2019
31-10-20,16:02:23,San Fermo,30,04FED2F2185080,31-10-20,in,1,vrcard-24-2019
31-10-20,16:01:34,Tomba Giulietta,40,04F74DF2185080,31-10-20,in,1,vrcard-24-2019
31-10-20,16:01:32,Tomba Giulietta,40,04FF1DF2185084,31-10-20,in,1,vrcard-24-2019
31-10-20,16:01:26,Tomba Giulietta,40,04FB3CF2185080,31-10-20,in,1,vrcard-24-2019
31-10-20,15:59:55,Casa Giulietta,28,04887CF2185081,31-10-20,in,1,vrcard-24-2019
31-10-20,15:59:50,Casa Giulietta,28,04FE80F2185080,31-10-20,in,1,vrcard-24-2019
31-10-20,15:59:24,Torre Lamberti,41,044148E2185081,31-10-20,in,1,vrcard-48-2019
31-10-20,15:59:21,Torre Lamberti,41,04419BE2185081,31-10-20,in,1,vrcard-48-2019
31-10-20,15:56:22,Casa Giulietta,28,04D9B44A216280,31-10-20,in,1,vrcard-48-2019
31-10-20,15:55:44,Casa Giulietta,28,040130F2185081,31-10-20,in,1,vrcard-24-2019
31-10-20,15:55:42,Casa Giulietta,28,04FE28F2185084,31-10-20,in,1,vrcard-24-2019
31-10-20,15:47:52,San Zeno,26,04F66FF2185080,31-10-20,in,1,vrcard-24-2019
31-10-20,15:47:50,San Zeno,26,04F688F2185080,31-10-20,in,1,vrcard-24-2019
31-10-20,15:35:02,Museo Storia,37,04F87FF2185080,31-10-20,in,1,vrcard-24-2019
31-10-20,15:34:56,Museo Storia,37,04FDA5F2185080,31-10-20,in,1,vrcard-24-2019
31-10-20,15:30:39,San Fermo,30,04F78FF2185080,31-10-20,in,1,vrcard-24-2019
31-10-20,15:30:37,San Fermo,30,04F794F2185080,31-10-20,in,1,vrcard-24-2019
31-10-20,15:28:47,Torre Lamberti,41,04FE28F2185084,31-10-20,in,1,vrcard-24-2019
31-10-20,15:28:44,Torre Lamberti,41,040130F2185081,31-10-20,in,1,vrcard-24-2019
31-10-20,15:28:38,Museo Storia,37,04FEA0F2185080,31-10-20,in,1,vrcard-24-2019
31-10-20,15:28:36,Museo Storia,37,04FBE6F2185080,31-10-20,in,1,vrcard-24-2019
31-10-20,15:28:23,Museo Storia,37,04FBFCF2185080,31-10-20,in,1,vrcard-24-2019
31-10-20,15:28:21,Museo Storia,37,04FA45F2185084,31-10-20,in,1,vrcard-24-2019
31-10-20,15:26:29,Arena,25,048697F2185080,31-10-20,in,1,vrcard-24-2019
31-10-20,15:26:25,Arena,25,0405DEF2185081,31-10-20,in,1,vrcard-24-2019
31-10-20,15:22:40,Santa Anastasia,45,04022CF2185085,31-10-20,in,1,vrcard-24-2019
31-10-20,15:21:06,San Zeno,26,043390E2185081,31-10-20,in,1,vrcard-48-2019
31-10-20,15:21:04,San Zeno,26,04133BE2185085,31-10-20,in,1,vrcard-48-2019
31-10-20,15:20:19,Torre Lamberti,41,040F2AE2185085,31-10-20,in,1,vrcard-48-2019
31-10-20,15:20:16,Torre Lamberti,41,0442C0E2185081,31-10-20,in,1,vrcard-48-2019
31-10-20,15:20:15,Casa Giulietta,28,04FB3CF2185080,31-10-20,in,1,vrcard-24-2019
31-10-20,15:20:10,Casa Giulietta,28,04FF1DF2185084,31-10-20,in,1,vrcard-24-2019
31-10-20,15:20:02,Casa Giulietta,28,04F74DF2185080,31-10-20,in,1,vrcard-24-2019
31-10-20,15:18:09,Torre Lamberti,41,049E2A121B6784,31-10-20,in,1,vrcard-48-2019
31-10-20,15:18:06,Torre Lamberti,41,047D2A121B6784,31-10-20,in,1,vrcard-48-2019
31-10-20,15:17:16,Torre Lamberti,41,04FB22F2185080,31-10-20,in,1,vrcard-24-2019
31-10-20,15:17:13,Torre Lamberti,41,04FC89F2185080,31-10-20,in,1,vrcard-24-2019
31-10-20,15:16:34,Duomo,23,047446F2185084,31-10-20,in,1,vrcard-24-2019
31-10-20,15:16:04,Duomo,23,047B2AF2185084,31-10-20,in,1,vrcard-24-2019
31-10-20,15:15:12,Santa Anastasia,45,04D9B44A216280,31-10-20,in,1,vrcard-48-2019
31-10-20,15:15:08,Santa Anastasia,45,04D2B44A216280,31-10-20,in,1,vrcard-48-2019
31-10-20,15:06:21,Duomo,23,04FD1AF2185080,31-10-20,in,1,vrcard-24-2019
31-10-20,15:06:19,Duomo,23,04F86FF2185080,31-10-20,in,1,vrcard-24-2019
31-10-20,15:04:45,Casa Giulietta,28,04F740F2185084,31-10-20,in,1,vrcard-24-2019
31-10-20,15:04:43,Casa Giulietta,28,04F776F2185080,31-10-20,in,1,vrcard-24-2019
31-10-20,15:02:08,Duomo,23,04D2B44A216280,31-10-20,in,1,vrcard-48-2019
31-10-20,15:02:05,Duomo,23,04D9B44A216280,31-10-20,in,1,vrcard-48-2019
31-10-20,14:59:45,Duomo,23,04F3A64A216280,31-10-20,in,1,vrcard-48-2019
31-10-20,14:59:43,Duomo,23,04ECA64A216280,31-10-20,in,1,vrcard-48-2019
31-10-20,14:55:51,Duomo,23,04046FF2185081,31-10-20,in,1,vrcard-24-2019
31-10-20,14:55:48,Duomo,23,04FB9CF2185080,31-10-20,in,1,vrcard-24-2019
31-10-20,14:55:34,Duomo,23,04FB4BF2185080,31-10-20,in,1,vrcard-24-2019
31-10-20,14:55:33,Casa Giulietta,28,047D2A121B6784,31-10-20,in,1,vrcard-48-2019
31-10-20,14:55:32,Duomo,23,04014DF2185081,31-10-20,in,1,vrcard-24-2019
31-10-20,14:55:31,Casa Giulietta,28,049E2A121B6784,31-10-20,in,1,vrcard-48-2019
31-10-20,14:54:19,Tomba Giulietta,40,04F602F2185084,31-10-20,in,1,vrcard-24-2019
31-10-20,14:54:14,Tomba Giulietta,40,04F60FF2185080,31-10-20,in,1,vrcard-24-2019
31-10-20,14:53:48,Torre Lamberti,41,04F74DF2185080,31-10-20,in,1,vrcard-24-2019
31-10-20,14:53:44,Torre Lamberti,41,04FF1DF2185084,31-10-20,in,1,vrcard-24-2019
31-10-20,14:53:41,Torre Lamberti,41,04FB3CF2185080,31-10-20,in,1,vrcard-24-2019
31-10-20,14:53:20,Castelvecchio,35,04F582F2185080,31-10-20,in,1,vrcard-24-2019
31-10-20,14:53:19,Castelvecchio,35,04F730F2185084,31-10-20,in,1,vrcard-24-2019
31-10-20,14:47:37,Casa Giulietta,28,04FBD6F2185080,31-10-20,in,1,vrcard-24-2019
31-10-20,14:47:36,Casa Giulietta,28,04FB9BF2185080,31-10-20,in,1,vrcard-24-2019
31-10-20,14:44:13,Museo Storia,37,04C7D1F2185080,31-10-20,in,1,vrcard-24-2019
31-10-20,14:44:10,Museo Storia,37,04C7AFF2185080,31-10-20,in,1,vrcard-24-2019
31-10-20,14:43:27,Santa Anastasia,45,0442C0E2185081,31-10-20,in,1,vrcard-48-2019
31-10-20,14:43:25,Santa Anastasia,45,040F2AE2185085,31-10-20,in,1,vrcard-48-2019
31-10-20,14:42:44,Santa Anastasia,45,04FD1AF2185080,31-10-20,in,1,vrcard-24-2019
31-10-20,14:42:43,Santa Anastasia,45,04F86FF2185080,31-10-20,in,1,vrcard-24-2019
31-10-20,14:40:24,Torre Lamberti,41,04F76FF2185080,31-10-20,in,1,vrcard-24-2019
31-10-20,14:40:21,Torre Lamberti,41,04F78DF2185080,31-10-20,in,1,vrcard-24-2019
31-10-20,14:40:19,Torre Lamberti,41,04F720F2185084,31-10-20,in,1,vrcard-24-2019
31-10-20,14:40:16,Torre Lamberti,41,04F7E4F2185080,31-10-20,in,1,vrcard-24-2019
31-10-20,14:36:54,Torre Lamberti,41,04FB04F2185084,31-10-20,in,1,vrcard-24-2019
31-10-20,14:36:13,Casa Giulietta,28,04FED2F2185080,31-10-20,in,1,vrcard-24-2019
31-10-20,14:36:12,Casa Giulietta,28,04FD1EF2185084,31-10-20,in,1,vrcard-24-2019
31-10-20,14:34:57,San Fermo,30,04D9B44A216280,31-10-20,in,1,vrcard-48-2019
31-10-20,14:34:38,San Fermo,30,04D2B44A216280,31-10-20,in,1,vrcard-48-2019
31-10-20,14:33:39,Santa Anastasia,45,04F631F2185084,31-10-20,in,1,vrcard-24-2019
31-10-20,14:33:37,Santa Anastasia,45,04F5C3F2185080,31-10-20,in,1,vrcard-24-2019
31-10-20,14:30:28,Tomba Giulietta,40,04F87FF2185080,31-10-20,in,1,vrcard-24-2019
31-10-20,14:30:24,Tomba Giulietta,40,04FDA5F2185080,31-10-20,in,1,vrcard-24-2019
31-10-20,14:29:42,San Zeno,26,040BD9F2185081,31-10-20,in,1,vrcard-24-2019
31-10-20,14:29:40,San Zeno,26,04E543F2185080,31-10-20,in,1,vrcard-24-2019
31-10-20,14:23:55,Castelvecchio,35,04FE80F2185080,31-10-20,in,1,vrcard-24-2019
31-10-20,14:23:53,Castelvecchio,35,04887CF2185081,31-10-20,in,1,vrcard-24-2019
